Équipement,Type,Geo Point,Geo Shape,Arrondissement,COG,Code_postal
SUPERMARCHÉ,Commerces,"43.28194185298937, 5.444854242009234","{""coordinates"": [5.444854242009234, 43.28194185298937], ""type"": ""Point""}",Marseille 11,13211,13011
INFORMATION TOURISTIQUE,Tourisme,"43.29517848963022, 5.505570538361328","{""coordinates"": [5.505570538361328, 43.29517848963022], ""type"": ""Point""}",Marseille 11,13211,13011
ORTHOPHONISTE,Santé,"43.301148955562134, 5.465704116561738","{""coordinates"": [5.465704116561738, 43.301148955562134], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN DE VÊTEMENTS,Commerces,"43.29119932346497, 5.48020497770239","{""coordinates"": [5.48020497770239, 43.29119932346497], ""type"": ""Point""}",Marseille 11,13211,13011
COIFFURE,Services aux particuliers,"43.3014454769254, 5.51055513720018","{""coordinates"": [5.51055513720018, 43.3014454769254], ""type"": ""Point""}",Marseille 11,13211,13011
BOULANGERIE,Commerces,"43.287721747546904, 5.450714445651104","{""coordinates"": [5.450714445651104, 43.287721747546904], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.28852467257236, 5.453722632839281","{""coordinates"": [5.453722632839281, 43.28852467257236], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.29924717426013, 5.479605315610089","{""coordinates"": [5.479605315610089, 43.29924717426013], ""type"": ""Point""}",Marseille 11,13211,13011
CENTRE DE FORMATION D’APPRENTIS HORS AGRICULTURE,Enseignement,"43.28620445273264, 5.493275998464368","{""coordinates"": [5.493275998464368, 43.28620445273264], ""type"": ""Point""}",Marseille 11,13211,13011
ÉPICERIE,Commerces,"43.28556429332815, 5.480539421537802","{""coordinates"": [5.480539421537802, 43.28556429332815], ""type"": ""Point""}",Marseille 11,13211,13011
MENUISIER CHARPENTIER SERRURIER,Services aux particuliers,"43.29544087223221, 5.473485948814383","{""coordinates"": [5.473485948814383, 43.29544087223221], ""type"": ""Point""}",Marseille 11,13211,13011
ÉLECTRICIEN,Services aux particuliers,"43.30180171188522, 5.500487840719627","{""coordinates"": [5.500487840719627, 43.30180171188522], ""type"": ""Point""}",Marseille 11,13211,13011
HÔTEL,Tourisme,"43.298162717055234, 5.476737743230416","{""coordinates"": [5.476737743230416, 43.298162717055234], ""type"": ""Point""}",Marseille 11,13211,13011
ÉPICERIE,Commerces,"43.29178266656871, 5.426242824241126","{""coordinates"": [5.426242824241126, 43.29178266656871], ""type"": ""Point""}",Marseille 11,13211,13011
ENTREPRISE GÉNÉRALE DU BÂTIMENT,Services aux particuliers,"43.2842280566311, 5.44962787357144","{""coordinates"": [5.44962787357144, 43.2842280566311], ""type"": ""Point""}",Marseille 11,13211,13011
PRODUITS SURGELÉS,Commerces,"43.29047364797839, 5.474917549035697","{""coordinates"": [5.474917549035697, 43.29047364797839], ""type"": ""Point""}",Marseille 11,13211,13011
HORLOGERIE-BIJOUTERIE,Commerces,"43.301204507917234, 5.518950338637365","{""coordinates"": [5.518950338637365, 43.301204507917234], ""type"": ""Point""}",Marseille 11,13211,13011
SGT SECTION D’ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE,Enseignement,"43.28582491116544, 5.438925429124668","{""coordinates"": [5.438925429124668, 43.28582491116544], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.298321197988045, 5.512462151610072","{""coordinates"": [5.512462151610072, 43.298321197988045], ""type"": ""Point""}",Marseille 11,13211,13011
BOULANGERIE,Commerces,"43.28571660510211, 5.442532898731188","{""coordinates"": [5.442532898731188, 43.28571660510211], ""type"": ""Point""}",Marseille 11,13211,13011
BOULANGERIE,Commerces,"43.28963364003229, 5.427519079539097","{""coordinates"": [5.427519079539097, 43.28963364003229], ""type"": ""Point""}",Marseille 11,13211,13011
COIFFURE,Services aux particuliers,"43.29380460622219, 5.438664524654746","{""coordinates"": [5.438664524654746, 43.29380460622219], ""type"": ""Point""}",Marseille 11,13211,13011
ENTREPRISE GÉNÉRALE DU BÂTIMENT,Services aux particuliers,"43.28959748925785, 5.457717435816761","{""coordinates"": [5.457717435816761, 43.28959748925785], ""type"": ""Point""}",Marseille 11,13211,13011
COIFFURE,Services aux particuliers,"43.28754571090265, 5.464745467772807","{""coordinates"": [5.464745467772807, 43.28754571090265], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.2842280566311, 5.44962787357144","{""coordinates"": [5.44962787357144, 43.2842280566311], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.2863607873025, 5.470758566666428","{""coordinates"": [5.470758566666428, 43.2863607873025], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.289442778976486, 5.428102781074259","{""coordinates"": [5.428102781074259, 43.289442778976486], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.28777781063011, 5.466201382910381","{""coordinates"": [5.466201382910381, 43.28777781063011], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.29345744379081, 5.493521371579975","{""coordinates"": [5.493521371579975, 43.29345744379081], ""type"": ""Point""}",Marseille 11,13211,13011
CONTRÔLE TECHNIQUE AUTOMOBILE,Services aux particuliers,"43.2898377945521, 5.481490949404269","{""coordinates"": [5.481490949404269, 43.2898377945521], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.304872539687025, 5.49896016158862","{""coordinates"": [5.49896016158862, 43.304872539687025], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN D’ARTICLES DE SPORTS ET DE LOISIRS,Commerces,"43.28443435221894, 5.45509921169127","{""coordinates"": [5.45509921169127, 43.28443435221894], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.29345654784097, 5.482469997556527","{""coordinates"": [5.482469997556527, 43.29345654784097], ""type"": ""Point""}",Marseille 11,13211,13011
ÉLECTRICIEN,Services aux particuliers,"43.291006988697, 5.432814950880508","{""coordinates"": [5.432814950880508, 43.291006988697], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.2924705531235, 5.425183105072769","{""coordinates"": [5.425183105072769, 43.2924705531235], ""type"": ""Point""}",Marseille 11,13211,13011
ENFANTS HANDICAPÉS : HÉBERGEMENT,Santé,"43.29552301023687, 5.495854988633784","{""coordinates"": [5.495854988633784, 43.29552301023687], ""type"": ""Point""}",Marseille 11,13211,13011
AMBULANCE,Santé,"43.30193665001664, 5.505263255406337","{""coordinates"": [5.505263255406337, 43.30193665001664], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.289915693181726, 5.484117214879901","{""coordinates"": [5.484117214879901, 43.289915693181726], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.29879111908487, 5.512472895309022","{""coordinates"": [5.512472895309022, 43.29879111908487], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.298483044566694, 5.479402280562915","{""coordinates"": [5.479402280562915, 43.298483044566694], ""type"": ""Point""}",Marseille 11,13211,13011
TRAVAIL PROTÉGÉ,Santé,"43.29735013818717, 5.460526602267659","{""coordinates"": [5.460526602267659, 43.29735013818717], ""type"": ""Point""}",Marseille 11,13211,13011
MENUISIER CHARPENTIER SERRURIER,Services aux particuliers,"43.30945337145473, 5.490888846911953","{""coordinates"": [5.490888846911953, 43.30945337145473], ""type"": ""Point""}",Marseille 11,13211,13011
ÉTABLISSEMENT SANTÉ MOYEN SÉJOUR,Santé,"43.30124601095463, 5.504073275909585","{""coordinates"": [5.504073275909585, 43.30124601095463], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.29763002518754, 5.480762805177569","{""coordinates"": [5.480762805177569, 43.29763002518754], ""type"": ""Point""}",Marseille 11,13211,13011
DROGUERIE QUINCAILLERIE BRICOLAGE,Commerces,"43.29251501557634, 5.474580340798994","{""coordinates"": [5.474580340798994, 43.29251501557634], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.296040715774645, 5.486945283275459","{""coordinates"": [5.486945283275459, 43.296040715774645], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN DE VÊTEMENTS,Commerces,"43.28971862784305, 5.477443358142451","{""coordinates"": [5.477443358142451, 43.28971862784305], ""type"": ""Point""}",Marseille 11,13211,13011
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.28536467047291, 5.466141423495136","{""coordinates"": [5.466141423495136, 43.28536467047291], ""type"": ""Point""}",Marseille 11,13211,13011
INFORMATION TOURISTIQUE,Tourisme,"43.29745610157437, 5.473421828853787","{""coordinates"": [5.473421828853787, 43.29745610157437], ""type"": ""Point""}",Marseille 11,13211,13011
PHARMACIE,Santé,"43.28756498893361, 5.448736608287484","{""coordinates"": [5.448736608287484, 43.28756498893361], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.297389105922846, 5.484472482357211","{""coordinates"": [5.484472482357211, 43.297389105922846], ""type"": ""Point""}",Marseille 11,13211,13011
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.28289448728255, 5.504484195408011","{""coordinates"": [5.504484195408011, 43.28289448728255], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.3040950318313, 5.474313603608182","{""coordinates"": [5.474313603608182, 43.3040950318313], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.28930574880886, 5.498168003469428","{""coordinates"": [5.498168003469428, 43.28930574880886], ""type"": ""Point""}",Marseille 11,13211,13011
ÉTABLISSEMENT THERMAL,Santé,"43.29725427596204, 5.495324916858938","{""coordinates"": [5.495324916858938, 43.29725427596204], ""type"": ""Point""}",Marseille 11,13211,13011
PHARMACIE,Santé,"43.28808416507695, 5.45044895306862","{""coordinates"": [5.45044895306862, 43.28808416507695], ""type"": ""Point""}",Marseille 11,13211,13011
ÉPICERIE,Commerces,"43.287337605531526, 5.4655829480678","{""coordinates"": [5.4655829480678, 43.287337605531526], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.2871535095807, 5.458494877678318","{""coordinates"": [5.458494877678318, 43.2871535095807], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.288615286605335, 5.449494664719102","{""coordinates"": [5.449494664719102, 43.288615286605335], ""type"": ""Point""}",Marseille 11,13211,13011
ÉCOLE ÉLÉMENTAIRE,Enseignement,"43.295032080376295, 5.449259504122256","{""coordinates"": [5.449259504122256, 43.295032080376295], ""type"": ""Point""}",Marseille 11,13211,13011
ENTREPRISE GÉNÉRALE DU BÂTIMENT,Services aux particuliers,"43.28646436057222, 5.486148155054163","{""coordinates"": [5.486148155054163, 43.28646436057222], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.3014454769254, 5.51055513720018","{""coordinates"": [5.51055513720018, 43.3014454769254], ""type"": ""Point""}",Marseille 11,13211,13011
ÉCOLE ÉLÉMENTAIRE,Enseignement,"43.28940816717393, 5.501467184512961","{""coordinates"": [5.501467184512961, 43.28940816717393], ""type"": ""Point""}",Marseille 11,13211,13011
ÉCOLE DE CONDUITE,Services aux particuliers,"43.290075699424065, 5.477724206737675","{""coordinates"": [5.477724206737675, 43.290075699424065], ""type"": ""Point""}",Marseille 11,13211,13011
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.29199585805206, 5.447042778202207","{""coordinates"": [5.447042778202207, 43.29199585805206], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.29469195383127, 5.456710582293198","{""coordinates"": [5.456710582293198, 43.29469195383127], ""type"": ""Point""}",Marseille 11,13211,13011
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.300588384726055, 5.500725666428848","{""coordinates"": [5.500725666428848, 43.300588384726055], ""type"": ""Point""}",Marseille 11,13211,13011
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.28338881289731, 5.499060080644884","{""coordinates"": [5.499060080644884, 43.28338881289731], ""type"": ""Point""}",Marseille 11,13211,13011
ENFANTS HANDICAPÉS : HÉBERGEMENT,Santé,"43.291693493973746, 5.44168584220429","{""coordinates"": [5.44168584220429, 43.291693493973746], ""type"": ""Point""}",Marseille 11,13211,13011
ENTREPRISE GÉNÉRALE DU BÂTIMENT,Services aux particuliers,"43.309587990092716, 5.506495137279237","{""coordinates"": [5.506495137279237, 43.309587990092716], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.298598842970726, 5.477453183387162","{""coordinates"": [5.477453183387162, 43.298598842970726], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.289915693181726, 5.484117214879901","{""coordinates"": [5.484117214879901, 43.289915693181726], ""type"": ""Point""}",Marseille 11,13211,13011
BOUCHERIE CHARCUTERIE,Commerces,"43.29080774891144, 5.47827029754975","{""coordinates"": [5.47827029754975, 43.29080774891144], ""type"": ""Point""}",Marseille 11,13211,13011
PRESSING-LAVERIE AUTOMATIQUE,Services aux particuliers,"43.29413751850909, 5.435379730122888","{""coordinates"": [5.435379730122888, 43.29413751850909], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.29251501557634, 5.474580340798994","{""coordinates"": [5.474580340798994, 43.29251501557634], ""type"": ""Point""}",Marseille 11,13211,13011
ATHLÉTISME,"Sports, loisirs et culture","43.284061720723535, 5.510409507514441","{""coordinates"": [5.510409507514441, 43.284061720723535], ""type"": ""Point""}",Marseille 11,13211,13011
COIFFURE,Services aux particuliers,"43.28648035216596, 5.461695162760437","{""coordinates"": [5.461695162760437, 43.28648035216596], ""type"": ""Point""}",Marseille 11,13211,13011
ÉLECTRICIEN,Services aux particuliers,"43.28748694293589, 5.460136548805268","{""coordinates"": [5.460136548805268, 43.28748694293589], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.30727525916501, 5.489997104421105","{""coordinates"": [5.489997104421105, 43.30727525916501], ""type"": ""Point""}",Marseille 11,13211,13011
PARFUMERIE-COSMÉTIQUE,Commerces,"43.2931813745951, 5.452289491366419","{""coordinates"": [5.452289491366419, 43.2931813745951], ""type"": ""Point""}",Marseille 11,13211,13011
ÉLECTRICIEN,Services aux particuliers,"43.28321138024528, 5.481258664609471","{""coordinates"": [5.481258664609471, 43.28321138024528], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.29289239449507, 5.511160296992821","{""coordinates"": [5.511160296992821, 43.29289239449507], ""type"": ""Point""}",Marseille 11,13211,13011
COIFFURE,Services aux particuliers,"43.28568929317158, 5.480582989178335","{""coordinates"": [5.480582989178335, 43.28568929317158], ""type"": ""Point""}",Marseille 11,13211,13011
MÉDECIN GÉNÉRALISTE,Santé,"43.28805815626005, 5.450325880285596","{""coordinates"": [5.450325880285596, 43.28805815626005], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.280187076040015, 5.500945273180253","{""coordinates"": [5.500945273180253, 43.280187076040015], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.291003371185425, 5.426675624503382","{""coordinates"": [5.426675624503382, 43.291003371185425], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.285685081667765, 5.451229697268866","{""coordinates"": [5.451229697268866, 43.285685081667765], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.28370628564934, 5.464865943026595","{""coordinates"": [5.464865943026595, 43.28370628564934], ""type"": ""Point""}",Marseille 11,13211,13011
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.28959748925785, 5.457717435816761","{""coordinates"": [5.457717435816761, 43.28959748925785], ""type"": ""Point""}",Marseille 11,13211,13011
TERRAINS DE GRANDS JEUX,"Sports, loisirs et culture","43.287416070608245, 5.468729109076859","{""coordinates"": [5.468729109076859, 43.287416070608245], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.29413751850909, 5.435379730122888","{""coordinates"": [5.435379730122888, 43.29413751850909], ""type"": ""Point""}",Marseille 11,13211,13011
COIFFURE,Services aux particuliers,"43.2983196553097, 5.49422011866719","{""coordinates"": [5.49422011866719, 43.2983196553097], ""type"": ""Point""}",Marseille 11,13211,13011
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.28390553519091, 5.452788182322488","{""coordinates"": [5.452788182322488, 43.28390553519091], ""type"": ""Point""}",Marseille 11,13211,13011
